CET,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Dew_PointC,MeanDew_PointC,Min_DewpointC,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_Pressure,Mean_Sea_Level_Pressure,Min_Sea_Level_Pressure,Max_Wind_SpeedKm/h,Mean_Wind_SpeedKm/h,Precipitationmm,Events,Year,day_of_year,ordinal
1999-05-01,20.0,14.0,9.0,11.0,7.0,4.0,100.0,65.0,35.0,1016,1014,1011,11,6,0.0,Rain-Thunderstorm,1999,121,729875
1999-05-02,18.0,14.0,11.0,12.0,9.0,6.0,100.0,79.0,45.0,1015,1013,1011,14,8,0.0,Rain-Thunderstorm,1999,122,729876
1999-05-03,18.0,13.0,9.0,12.0,8.0,5.0,100.0,71.0,42.0,1014,1013,1012,19,5,0.0,Rain-Thunderstorm,1999,123,729877
1999-05-07,19.0,16.0,13.0,14.0,11.0,5.0,100.0,76.0,46.0,1016,1014,1013,24,13,0.0,Fog-Rain,1999,127,729881
1999-05-17,17.0,13.0,10.0,10.0,4.0,1.0,94.0,59.0,34.0,1009,1007,1004,34,14,0.0,Rain,1999,137,729891
1999-05-18,14.0,11.0,9.0,9.0,7.0,4.0,94.0,79.0,51.0,1014,1010,1007,34,16,0.0,Rain,1999,138,729892
1999-05-19,17.0,12.0,8.0,7.0,4.0,1.0,87.0,61.0,36.0,1022,1017,1014,26,18,0.0,Rain,1999,139,729893
1999-06-09,24.0,20.0,16.0,16.0,13.0,9.0,100.0,71.0,41.0,1024,1023,1020,19,6,0.0,Rain-Thunderstorm,1999,160,729914
1999-07-12,27.0,22.0,17.0,16.0,11.0,5.0,88.0,51.0,32.0,1015,1012,1010,35,10,0.0,Rain-Thunderstorm,1999,193,729947
1999-07-27,27.0,22.0,17.0,18.0,13.0,5.0,94.0,64.0,24.0,1016,1014,1013,27,6,0.0,Thunderstorm,1999,208,729962
1999-09-19,18.0,16.0,14.0,14.0,11.0,4.0,94.0,74.0,42.0,1005,999,995,37,19,0.0,Rain,1999,262,730016
1999-09-22,23.0,18.0,14.0,16.0,14.0,12.0,94.0,77.0,53.0,1015,1013,1012,24,6,0.0,Rain,1999,265,730019
1999-09-23,23.0,19.0,16.0,16.0,14.0,12.0,94.0,76.0,53.0,1020,1017,1015,14,8,0.0,Rain,1999,266,730020
1999-09-24,24.0,19.0,15.0,17.0,14.0,12.0,94.0,70.0,47.0,1023,1021,1018,23,8,0.0,Rain,1999,267,730021
1999-09-25,22.0,18.0,15.0,17.0,14.0,7.0,94.0,79.0,40.0,1020,1018,1015,24,10,0.0,Rain,1999,268,730022
1999-09-26,21.0,16.0,10.0,12.0,9.0,4.0,94.0,70.0,37.0,1018,1017,1015,19,6,0.0,Fog,1999,269,730023
1999-10-12,18.0,16.0,14.0,16.0,13.0,9.0,94.0,80.0,56.0,1029,1022,1020,11,3,0.0,Rain,1999,285,730039
1999-10-14,20.0,16.0,11.0,13.0,12.0,9.0,94.0,82.0,60.0,1025,1024,1023,14,3,0.0,Fog,1999,287,730041
1999-10-17,17.0,14.0,12.0,13.0,9.0,4.0,94.0,71.0,42.0,1014,1013,1010,26,11,0.0,Rain,1999,290,730044
1999-10-18,16.0,13.0,10.0,10.0,8.0,6.0,94.0,73.0,52.0,1016,1012,1008,29,11,0.0,Rain,1999,291,730045
1999-10-19,15.0,13.0,11.0,11.0,8.0,5.0,94.0,76.0,55.0,1016,1012,1009,32,14,0.0,Rain,1999,292,730046
1999-10-20,15.0,13.0,11.0,12.0,9.0,7.0,88.0,83.0,72.0,1009,999,995,48,21,0.0,Rain-Thunderstorm,1999,293,730047
1999-10-21,16.0,13.0,11.0,13.0,11.0,7.0,94.0,84.0,72.0,1010,1008,1001,29,19,0.0,Rain,1999,294,730048
1999-10-22,17.0,14.0,13.0,13.0,12.0,11.0,100.0,86.0,72.0,1009,1007,1004,40,19,0.0,Rain,1999,295,730049
1999-10-23,17.0,14.0,12.0,13.0,11.0,10.0,94.0,84.0,68.0,1013,1010,1005,29,21,0.0,Rain,1999,296,730050
1999-10-25,15.0,11.0,8.0,10.0,8.0,6.0,94.0,84.0,63.0,1011,1006,1003,23,8,0.0,Rain,1999,298,730052
1999-10-26,17.0,13.0,10.0,12.0,10.0,8.0,94.0,85.0,68.0,1020,1014,1011,16,5,0.0,Rain,1999,299,730053
1999-10-27,21.0,16.0,11.0,16.0,13.0,9.0,100.0,86.0,68.0,1026,1023,1020,16,6,0.0,Rain,1999,300,730054
1999-10-29,21.0,17.0,14.0,16.0,13.0,12.0,94.0,82.0,60.0,1024,1022,1020,11,5,0.0,Rain-Thunderstorm,1999,302,730056
1999-11-11,8.0,6.0,3.0,5.0,2.0,-1.0,93.0,73.0,57.0,1021,1018,1016,24,13,0.0,Rain,1999,315,730069
1999-11-12,7.0,6.0,5.0,5.0,4.0,3.0,93.0,89.0,81.0,1016,1012,1010,21,13,0.0,Rain,1999,316,730070
1999-11-13,8.0,6.0,4.0,5.0,3.0,2.0,93.0,87.0,81.0,1013,1012,1010,14,5,0.0,Rain,1999,317,730071
1999-11-14,8.0,6.0,3.0,6.0,3.0,1.0,93.0,86.0,71.0,1012,1011,1009,19,6,0.0,Rain,1999,318,730072
1999-11-15,11.0,8.0,5.0,6.0,3.0,1.0,93.0,72.0,58.0,1015,1011,1009,26,11,0.0,Rain,1999,319,730073
1999-11-29,11.0,6.0,0.0,7.0,3.0,-1.0,93.0,84.0,66.0,1025,1024,1022,13,6,0.0,Rain,1999,333,730087
1999-12-03,12.0,7.0,2.0,7.0,4.0,1.0,93.0,89.0,72.0,1030,1028,1026,11,3,0.0,Fog,1999,337,730091
1999-12-04,7.0,6.0,5.0,6.0,5.0,4.0,93.0,93.0,81.0,1027,1025,1023,10,2,0.0,Fog,1999,338,730092
1999-12-07,11.0,4.0,-2.0,4.0,1.0,-3.0,93.0,83.0,58.0,1030,1027,1025,8,5,0.0,Fog,1999,341,730095
1999-12-08,6.0,2.0,-2.0,4.0,0.0,-3.0,93.0,92.0,81.0,1026,1022,1019,14,3,0.0,Fog,1999,342,730096
1999-12-09,7.0,4.0,2.0,4.0,2.0,1.0,100.0,91.0,71.0,1020,1017,1014,26,5,0.0,Fog-Rain,1999,343,730097
1999-12-13,11.0,6.0,0.0,6.0,3.0,-1.0,93.0,78.0,62.0,1025,1023,1020,19,8,0.0,Rain,1999,347,730101
1999-12-21,5.0,1.0,-3.0,3.0,-1.0,-4.0,93.0,88.0,75.0,1028,1026,1023,8,3,0.0,Fog,1999,355,730109
1999-12-22,9.0,4.0,-1.0,4.0,1.0,-2.0,100.0,86.0,62.0,1030,1028,1027,8,3,0.0,Fog,1999,356,730110
1999-12-23,7.0,2.0,-2.0,3.0,0.0,-3.0,100.0,90.0,71.0,1030,1028,1027,13,5,0.0,Fog,1999,357,730111
1999-12-24,8.0,4.0,2.0,7.0,3.0,1.0,93.0,93.0,87.0,1029,1028,1025,11,3,0.0,Fog,1999,358,730112
1999-12-29,8.0,6.0,3.0,5.0,2.0,-6.0,93.0,83.0,52.0,1022,1016,1014,27,10,0.0,Rain,1999,363,730117
2000-01-04,8.0,3.0,-1.0,2.0,1.0,-2.0,100.0,87.0,66.0,1031,1029,1028,6,3,0.0,Fog,2000,4,730123
2000-01-05,2.0,0.0,-1.0,1.0,-1.0,-2.0,93.0,93.0,87.0,1029,1026,1024,8,2,0.0,Fog,2000,5,730124
2000-01-06,10.0,4.0,-1.0,3.0,1.0,-2.0,93.0,85.0,54.0,1027,1025,1023,13,3,0.0,Fog,2000,6,730125
2000-01-09,7.0,3.0,0.0,6.0,2.0,-1.0,100.0,89.0,75.0,1027,1025,1024,19,5,0.0,Rain,2000,9,730128
2000-01-13,7.0,1.0,-4.0,3.0,-1.0,-5.0,93.0,86.0,66.0,1026,1021,1014,11,5,0.0,Rain,2000,13,730132
2000-01-14,5.0,3.0,1.0,4.0,3.0,0.0,93.0,93.0,87.0,1013,1009,1007,23,8,0.0,Rain-Snow,2000,14,730133
2000-01-26,6.0,2.0,-2.0,3.0,-1.0,-5.0,93.0,82.0,70.0,1026,1022,1018,11,8,0.0,Rain,2000,26,730145
2000-05-04,17.0,13.0,10.0,11.0,9.0,7.0,100.0,78.0,59.0,1015,1013,1011,26,10,0.0,Rain-Thunderstorm,2000,125,730244
2000-05-05,16.0,11.0,7.0,12.0,9.0,7.0,100.0,86.0,59.0,1013,1012,1010,19,5,0.0,Fog-Rain,2000,126,730245
2000-05-06,19.0,13.0,8.0,12.0,10.0,7.0,100.0,80.0,49.0,1013,1011,1009,16,3,0.0,Fog-Rain,2000,127,730246
2000-05-07,18.0,13.0,9.0,11.0,9.0,6.0,100.0,84.0,52.0,1015,1013,1012,16,5,0.0,Rain-Thunderstorm,2000,128,730247
2000-05-08,16.0,11.0,7.0,13.0,10.0,7.0,100.0,88.0,68.0,1017,1015,1014,13,5,0.0,Rain-Thunderstorm,2000,129,730248
2000-05-11,18.0,13.0,9.0,12.0,9.0,8.0,94.0,79.0,55.0,1018,1016,1015,16,6,0.0,Rain-Thunderstorm,2000,132,730251
2000-05-16,27.0,19.0,11.0,14.0,9.0,6.0,94.0,52.0,30.0,1020,1018,1015,19,3,0.0,Rain-Thunderstorm,2000,137,730256
2000-05-17,25.0,19.0,13.0,16.0,14.0,12.0,94.0,74.0,47.0,1019,1017,1015,19,5,0.0,Rain-Thunderstorm,2000,138,730257
2000-05-18,27.0,20.0,13.0,17.0,13.0,9.0,100.0,73.0,32.0,1017,1016,1013,13,3,0.0,Rain,2000,139,730258
2000-05-21,18.0,14.0,12.0,14.0,13.0,10.0,94.0,85.0,72.0,1016,1013,1011,16,2,0.0,Rain,2000,142,730261
2000-05-22,23.0,17.0,11.0,15.0,11.0,7.0,100.0,73.0,38.0,1020,1018,1017,16,2,0.0,Fog,2000,143,730262
2000-05-26,25.0,18.0,12.0,14.0,12.0,9.0,94.0,71.0,44.0,1020,1018,1016,24,6,0.0,Rain,2000,147,730266
2000-07-10,25.0,20.0,16.0,15.0,9.0,3.0,94.0,46.0,27.0,1013,1010,1009,26,8,0.0,Rain,2000,192,730311
2000-09-19,23.0,18.0,13.0,13.0,8.0,3.0,94.0,59.0,35.0,1007,1006,1004,34,21,0.0,Rain,2000,263,730382
2000-09-20,19.0,14.0,9.0,10.0,3.0,1.0,87.0,53.0,32.0,1019,1013,1006,29,18,0.0,Rain,2000,264,730383
2000-09-26,24.0,19.0,15.0,17.0,14.0,11.0,94.0,70.0,47.0,1024,1022,1020,19,8,0.0,Rain-Thunderstorm,2000,270,730389
2000-09-28,21.0,16.0,12.0,11.0,8.0,5.0,88.0,67.0,37.0,1018,1014,1010,26,8,0.0,Rain,2000,272,730391
2000-10-11,18.0,16.0,13.0,14.0,11.0,5.0,94.0,76.0,48.0,1010,1003,1000,45,21,0.0,Rain,2000,285,730404
2000-10-12,14.0,11.0,9.0,11.0,5.0,0.0,94.0,67.0,38.0,1008,1003,1000,27,16,0.0,Rain,2000,286,730405
2000-10-15,17.0,9.0,2.0,9.0,3.0,-1.0,93.0,67.0,34.0,1015,1013,1011,10,3,0.0,Rain,2000,289,730408
2000-10-20,16.0,12.0,9.0,12.0,9.0,6.0,94.0,76.0,55.0,1019,1016,1013,19,5,0.0,Rain,2000,294,730413
2000-10-21,17.0,13.0,11.0,13.0,11.0,10.0,100.0,90.0,68.0,1020,1015,1013,29,10,0.0,Rain,2000,295,730414
2000-10-22,21.0,16.0,11.0,13.0,12.0,10.0,100.0,81.0,49.0,1024,1022,1020,21,10,0.0,Rain,2000,296,730415
2000-10-30,16.0,10.0,4.0,9.0,6.0,1.0,100.0,74.0,39.0,1021,1017,1010,34,10,0.0,Fog-Rain,2000,304,730423
2000-11-02,13.0,11.0,9.0,12.0,9.0,5.0,100.0,89.0,67.0,1016,1011,1008,23,16,0.0,Rain,2000,307,730426
2000-11-05,14.0,10.0,7.0,12.0,8.0,4.0,100.0,95.0,76.0,1021,1015,1005,37,11,0.0,Rain,2000,310,730429
2000-11-13,13.0,10.0,8.0,11.0,7.0,1.0,100.0,78.0,47.0,1009,1008,1006,23,13,0.0,Rain,2000,318,730437
2000-11-21,12.0,8.0,4.0,8.0,4.0,2.0,100.0,76.0,62.0,1018,1016,1015,26,18,0.0,Fog,2000,326,730445
2000-11-22,12.0,10.0,9.0,11.0,9.0,7.0,100.0,92.0,82.0,1018,1014,1011,23,13,0.0,Rain,2000,327,730446
2000-11-24,7.0,3.0,1.0,6.0,3.0,0.0,100.0,87.0,61.0,1021,1018,1016,14,6,0.0,Rain,2000,329,730448
2000-11-25,14.0,9.0,5.0,12.0,9.0,5.0,100.0,96.0,82.0,1020,1019,1017,24,6,0.0,Fog,2000,330,730449
2000-11-29,14.0,11.0,8.0,9.0,8.0,5.0,94.0,82.0,58.0,1019,1015,1012,27,13,0.0,Rain,2000,334,730453
2000-11-30,11.0,7.0,4.0,8.0,7.0,4.0,100.0,92.0,82.0,1021,1019,1018,14,5,0.0,Fog-Rain,2000,335,730454
2000-12-01,12.0,10.0,8.0,11.0,9.0,7.0,100.0,94.0,87.0,1019,1017,1015,13,6,0.0,Fog-Rain,2000,336,730455
2000-12-02,12.0,10.0,8.0,9.0,6.0,0.0,100.0,77.0,47.0,1024,1020,1016,24,11,0.0,Fog-Rain,2000,337,730456
2000-12-03,8.0,4.0,1.0,6.0,4.0,1.0,100.0,94.0,87.0,1027,1025,1024,11,5,0.0,Fog,2000,338,730457
2000-12-05,9.0,7.0,4.0,6.0,5.0,4.0,100.0,92.0,76.0,1021,1018,1016,10,3,0.0,Rain,2000,340,730459
2000-12-06,11.0,9.0,7.0,10.0,9.0,7.0,100.0,96.0,93.0,1017,1015,1011,24,6,0.0,Rain,2000,341,730460
2000-12-08,11.0,8.0,6.0,8.0,7.0,6.0,100.0,86.0,71.0,1019,1015,1010,21,13,0.0,Rain,2000,343,730462
2000-12-10,10.0,7.0,4.0,8.0,5.0,3.0,100.0,89.0,76.0,1033,1030,1028,8,5,0.0,Rain,2000,345,730464
2000-12-14,12.0,8.0,4.0,9.0,6.0,3.0,100.0,85.0,62.0,1027,1022,1020,23,6,0.0,Rain,2000,349,730468
2000-12-19,11.0,6.0,0.0,7.0,2.0,0.0,100.0,89.0,54.0,1023,1019,1015,10,3,0.0,Fog,2000,354,730473
2000-12-23,9.0,7.0,6.0,6.0,6.0,4.0,100.0,90.0,71.0,1007,1005,1002,23,10,0.0,Rain,2000,358,730477
2000-12-24,10.0,8.0,7.0,7.0,6.0,4.0,100.0,89.0,76.0,1002,998,997,24,11,0.0,Rain,2000,359,730478
2000-12-25,9.0,7.0,6.0,7.0,6.0,4.0,100.0,88.0,81.0,1002,999,997,23,13,0.0,Rain,2000,360,730479
2000-12-28,9.0,6.0,3.0,6.0,3.0,-3.0,100.0,81.0,57.0,1012,1008,1003,34,21,0.0,Rain,2000,363,730482
2001-01-01,10.0,7.0,4.0,9.0,6.0,3.0,100.0,89.0,81.0,1017,1011,1007,26,11,0.0,Rain,2001,1,730486
2001-01-03,9.0,7.0,6.0,6.0,5.0,4.0,93.0,83.0,71.0,1021,1018,1016,26,19,0.0,Rain,2001,3,730488
2001-01-04,11.0,9.0,7.0,9.0,7.0,4.0,100.0,83.0,67.0,1021,1018,1014,32,18,0.0,Rain,2001,4,730489
2001-01-05,14.0,10.0,6.0,13.0,9.0,4.0,100.0,93.0,82.0,1019,1011,1006,27,10,0.0,Rain,2001,5,730490
2001-01-06,13.0,9.0,6.0,11.0,4.0,0.0,100.0,76.0,54.0,1014,1009,1005,32,16,0.0,Rain,2001,6,730491
2001-01-09,4.0,1.0,-2.0,4.0,1.0,-2.0,100.0,94.0,75.0,1020,1016,1014,11,5,0.0,Rain,2001,9,730494
2001-01-10,10.0,7.0,3.0,9.0,6.0,3.0,100.0,98.0,87.0,1017,1015,1013,21,5,0.0,Rain,2001,10,730495
2001-01-11,11.0,8.0,5.0,9.0,7.0,5.0,100.0,90.0,76.0,1013,1010,1007,27,16,0.0,Rain,2001,11,730496
2001-01-12,9.0,7.0,6.0,7.0,6.0,4.0,100.0,93.0,81.0,1013,1009,1007,16,6,0.0,Rain,2001,12,730497
2001-01-16,8.0,6.0,4.0,5.0,4.0,2.0,100.0,89.0,71.0,1018,1017,1017,21,8,0.0,Rain,2001,16,730501
2001-01-17,8.0,4.0,2.0,5.0,3.0,2.0,100.0,85.0,71.0,1022,1021,1018,21,6,0.0,Fog,2001,17,730502
2001-01-18,9.0,7.0,5.0,6.0,4.0,3.0,100.0,89.0,71.0,1022,1016,1012,27,11,0.0,Rain,2001,18,730503
2001-01-19,10.0,6.0,1.0,4.0,2.0,-1.0,100.0,79.0,47.0,1027,1022,1014,26,6,0.0,Fog,2001,19,730504
2001-01-23,13.0,10.0,7.0,10.0,9.0,7.0,100.0,91.0,82.0,1020,1018,1016,34,18,0.0,Rain,2001,23,730508
2001-01-26,10.0,6.0,2.0,9.0,4.0,1.0,94.0,90.0,81.0,1019,1016,1010,34,18,0.0,Rain,2001,26,730511
2001-01-27,11.0,8.0,5.0,10.0,7.0,2.0,100.0,84.0,58.0,1016,1012,1008,32,16,0.0,Rain,2001,27,730512
2001-02-05,10.0,8.0,6.0,9.0,7.0,4.0,100.0,89.0,81.0,1022,1020,1019,23,11,0.0,Rain,2001,36,730521
2001-02-07,10.0,8.0,6.0,7.0,6.0,2.0,100.0,84.0,66.0,1012,1008,1005,42,19,0.0,Rain,2001,38,730523
2001-02-08,9.0,7.0,6.0,5.0,3.0,-1.0,93.0,77.0,54.0,1021,1013,1009,35,21,0.0,Rain,2001,39,730524
2001-02-15,12.0,8.0,5.0,6.0,3.0,1.0,87.0,74.0,50.0,1029,1025,1022,24,14,0.0,Rain,2001,46,730531
2001-02-19,11.0,6.0,1.0,0.0,-1.0,-3.0,93.0,62.0,41.0,1032,1030,1029,19,10,0.0,Snow,2001,50,730535
2001-03-01,6.0,4.0,3.0,5.0,2.0,-4.0,100.0,84.0,53.0,1009,1005,1001,19,11,0.0,Rain,2001,60,730545
2001-03-04,13.0,11.0,9.0,11.0,9.0,6.0,100.0,87.0,71.0,1008,1005,1003,37,21,0.0,Rain,2001,63,730548
2001-03-05,15.0,12.0,10.0,11.0,10.0,9.0,100.0,87.0,72.0,1017,1014,1008,19,11,0.0,Rain,2001,64,730549
2001-03-06,21.0,16.0,11.0,13.0,11.0,8.0,100.0,78.0,43.0,1017,1015,1013,39,11,0.0,Rain,2001,65,730550
2001-03-07,15.0,12.0,9.0,13.0,11.0,7.0,100.0,89.0,82.0,1017,1014,1010,21,10,0.0,Rain-Thunderstorm,2001,66,730551
2001-03-12,15.0,12.0,9.0,11.0,8.0,1.0,100.0,78.0,58.0,1020,1016,1015,29,11,0.0,Rain,2001,71,730556
2001-03-16,14.0,9.0,5.0,8.0,4.0,2.0,93.0,70.0,51.0,1010,1008,1007,35,13,0.0,Rain,2001,75,730560
2001-03-25,13.0,10.0,7.0,7.0,5.0,2.0,93.0,72.0,47.0,1010,1009,1008,34,16,0.0,Rain,2001,84,730569
2001-03-26,13.0,9.0,6.0,8.0,6.0,4.0,100.0,83.0,58.0,1010,1008,1006,27,11,0.0,Rain,2001,85,730570
2001-03-27,14.0,8.0,3.0,8.0,4.0,-4.0,100.0,77.0,29.0,1014,1013,1010,21,5,0.0,Fog,2001,86,730571
2001-04-17,21.0,14.0,8.0,10.0,4.0,1.0,94.0,56.0,30.0,1014,1012,1008,32,11,0.0,Rain-Thunderstorm,2001,107,730592
2001-04-18,15.0,11.0,8.0,10.0,7.0,6.0,100.0,81.0,55.0,1013,1012,1011,16,6,0.0,Rain,2001,108,730593
2001-04-29,18.0,12.0,7.0,10.0,4.0,-1.0,88.0,64.0,28.0,1015,1010,1004,29,6,0.0,Rain,2001,119,730604
2001-05-01,11.0,7.0,3.0,6.0,2.0,-1.0,93.0,76.0,50.0,1013,1012,1011,24,8,0.0,Rain,2001,121,730606
2001-05-02,11.0,6.0,2.0,5.0,3.0,0.0,100.0,80.0,47.0,1023,1013,1011,34,6,0.0,Fog,2001,122,730607
2001-05-04,14.0,8.0,3.0,8.0,3.0,1.0,93.0,71.0,41.0,1012,1010,1008,14,8,0.0,Rain,2001,124,730609
2001-05-08,19.0,13.0,7.0,10.0,6.0,1.0,94.0,65.0,30.0,1019,1017,1014,24,10,0.0,Rain,2001,128,730613
2001-05-09,16.0,12.0,9.0,9.0,6.0,3.0,100.0,72.0,52.0,1016,1014,1012,23,6,0.0,Rain,2001,129,730614
2001-05-14,15.0,13.0,11.0,10.0,6.0,1.0,94.0,63.0,41.0,1013,1012,1011,23,11,0.0,Rain,2001,134,730619
2001-05-20,22.0,17.0,13.0,17.0,12.0,6.0,100.0,75.0,41.0,1019,1017,1016,21,5,0.0,Rain,2001,140,730625
2001-06-09,25.0,20.0,15.0,13.0,9.0,0.0,88.0,53.0,19.0,1014,1012,1011,21,14,0.0,Rain,2001,160,730645
2001-06-10,23.0,18.0,13.0,14.0,11.0,6.0,100.0,70.0,35.0,1021,1015,1012,27,11,0.0,Rain,2001,161,730646
2001-07-09,26.0,20.0,15.0,14.0,9.0,5.0,94.0,50.0,28.0,1018,1016,1014,19,10,0.0,Rain,2001,190,730675
2001-09-22,21.0,17.0,14.0,16.0,12.0,7.0,100.0,74.0,40.0,1013,1008,1004,26,10,0.0,Rain,2001,265,730750
2001-09-24,21.0,17.0,14.0,13.0,10.0,5.0,94.0,65.0,42.0,1019,1014,1011,26,11,0.0,Rain,2001,267,730752
2001-09-28,19.0,16.0,13.0,15.0,12.0,8.0,100.0,75.0,55.0,1016,1014,1013,23,8,0.0,Rain,2001,271,730756
2001-10-06,18.0,16.0,14.0,16.0,14.0,11.0,100.0,87.0,72.0,1017,1016,1015,21,8,0.0,Rain,2001,279,730764
2001-10-08,16.0,14.0,13.0,13.0,11.0,8.0,88.0,79.0,67.0,1019,1017,1015,26,14,0.0,Rain,2001,281,730766
2001-10-12,20.0,17.0,12.0,16.0,14.0,9.0,100.0,83.0,60.0,1026,1024,1021,35,10,0.0,Rain,2001,285,730770
2001-10-13,19.0,14.0,11.0,12.0,11.0,9.0,100.0,79.0,56.0,1026,1024,1022,13,5,0.0,Rain,2001,286,730771
2001-10-14,20.0,14.0,9.0,12.0,11.0,8.0,100.0,79.0,49.0,1025,1023,1021,13,5,0.0,Fog,2001,287,730772
2001-10-17,21.0,17.0,13.0,14.0,12.0,10.0,94.0,76.0,52.0,1022,1018,1014,37,11,0.0,Rain,2001,290,730775
2001-10-18,18.0,14.0,12.0,15.0,13.0,11.0,100.0,92.0,77.0,1017,1015,1012,23,6,0.0,Rain,2001,291,730776
2001-10-19,17.0,13.0,11.0,14.0,12.0,10.0,100.0,89.0,72.0,1011,1008,1005,42,18,0.0,Rain-Thunderstorm,2001,292,730777
2001-10-20,13.0,11.0,9.0,11.0,9.0,7.0,100.0,88.0,77.0,1012,1007,1004,24,10,0.0,Rain,2001,293,730778
2001-10-23,18.0,14.0,11.0,13.0,10.0,7.0,94.0,75.0,49.0,1028,1023,1019,23,8,0.0,Rain,2001,296,730781
2001-10-28,23.0,17.0,12.0,13.0,12.0,11.0,100.0,75.0,50.0,1027,1024,1021,14,8,0.0,Rain,2001,301,730786
2001-11-03,16.0,11.0,6.0,8.0,6.0,3.0,87.0,72.0,48.0,1030,1028,1026,10,5,0.0,Rain-Thunderstorm,2001,307,730792
2001-11-04,13.0,10.0,8.0,10.0,9.0,7.0,100.0,91.0,77.0,1026,1024,1022,10,5,0.0,Rain-Thunderstorm,2001,308,730793
2001-11-17,8.0,4.0,2.0,5.0,2.0,1.0,93.0,83.0,71.0,1024,1023,1022,11,3,0.0,Rain,2001,321,730806
2001-11-18,8.0,4.0,2.0,4.0,3.0,1.0,100.0,87.0,71.0,1023,1021,1020,10,3,0.0,Rain,2001,322,730807
2001-12-01,4.0,1.0,-1.0,4.0,2.0,-2.0,100.0,97.0,93.0,1025,1024,1022,8,3,0.0,Fog,2001,335,730820
2001-12-02,12.0,6.0,-1.0,4.0,2.0,-2.0,100.0,88.0,54.0,1024,1022,1021,8,5,0.0,Fog,2001,336,730821
2001-12-04,11.0,4.0,-1.0,5.0,1.0,-1.0,100.0,92.0,62.0,1031,1029,1027,8,2,0.0,Fog,2001,338,730823
2001-12-05,14.0,6.0,-3.0,5.0,1.0,-4.0,100.0,87.0,48.0,1032,1031,1029,8,2,0.0,Fog,2001,339,730824
2001-12-23,3.0,1.0,0.0,1.0,-1.0,-5.0,100.0,88.0,65.0,1013,1011,1009,23,6,0.0,Rain-Snow,2001,357,730842
2001-12-29,2.0,-2.0,-5.0,1.0,-2.0,-6.0,100.0,93.0,81.0,1026,1022,1020,6,3,0.0,Fog,2001,363,730848
2001-12-30,6.0,1.0,-3.0,3.0,0.0,-3.0,100.0,91.0,61.0,1020,1018,1017,8,2,0.0,Fog-Rain,2001,364,730849
2001-12-31,10.0,7.0,3.0,9.0,6.0,3.0,100.0,96.0,87.0,1022,1019,1018,8,3,0.0,Rain,2001,365,730850
2002-01-01,10.0,8.0,7.0,8.0,7.0,5.0,100.0,90.0,76.0,1026,1024,1022,19,5,0.0,Rain,2002,1,730851
2002-01-02,8.0,7.0,6.0,7.0,6.0,5.0,100.0,91.0,81.0,1026,1023,1021,23,8,0.0,Rain,2002,2,730852
2002-01-03,11.0,8.0,6.0,9.0,7.0,6.0,100.0,94.0,82.0,1021,1019,1017,21,5,0.0,Rain,2002,3,730853
2002-01-07,8.0,3.0,-2.0,3.0,0.0,-2.0,100.0,84.0,53.0,1029,1025,1022,6,2,0.0,Fog,2002,7,730857
2002-01-13,8.0,6.0,4.0,7.0,6.0,4.0,100.0,95.0,87.0,1033,1031,1029,14,3,0.0,Rain,2002,13,730863
2002-01-14,11.0,7.0,3.0,7.0,5.0,2.0,100.0,92.0,62.0,1031,1029,1028,11,3,0.0,Fog,2002,14,730864
2002-01-15,7.0,3.0,-1.0,4.0,2.0,-1.0,100.0,94.0,76.0,1028,1026,1024,8,3,0.0,Fog-Rain,2002,15,730865
2002-01-16,11.0,3.0,-3.0,4.0,0.0,-3.0,100.0,82.0,50.0,1028,1026,1025,26,6,0.0,Fog,2002,16,730866
2002-01-17,10.0,3.0,-3.0,5.0,1.0,-3.0,100.0,82.0,58.0,1027,1025,1022,13,5,0.0,Rain,2002,17,730867
2002-01-19,9.0,4.0,1.0,5.0,2.0,0.0,100.0,88.0,66.0,1030,1027,1025,6,3,0.0,Rain,2002,19,730869
2002-01-21,11.0,4.0,-1.0,6.0,2.0,-2.0,100.0,84.0,58.0,1030,1025,1019,21,6,0.0,Rain,2002,21,730871
2002-01-22,8.0,4.0,2.0,5.0,3.0,1.0,100.0,85.0,71.0,1026,1023,1020,19,11,0.0,Fog,2002,22,730872
2002-01-23,11.0,8.0,5.0,9.0,7.0,4.0,100.0,89.0,76.0,1022,1015,1011,29,10,0.0,Rain,2002,23,730873
2002-01-25,9.0,4.0,-1.0,5.0,2.0,-2.0,100.0,94.0,76.0,1032,1029,1028,11,5,0.0,Fog,2002,25,730875
2002-02-03,12.0,6.0,1.0,8.0,2.0,-2.0,93.0,76.0,50.0,1027,1024,1023,19,8,0.0,Rain,2002,34,730884
2002-02-05,14.0,10.0,7.0,10.0,7.0,-1.0,100.0,86.0,53.0,1030,1023,1017,40,11,0.0,Fog-Rain-Thunderstorm,2002,36,730886
2002-02-10,13.0,7.0,2.0,8.0,6.0,2.0,100.0,91.0,72.0,1027,1026,1024,11,5,0.0,Fog,2002,41,730891
2002-02-11,13.0,8.0,4.0,8.0,6.0,3.0,100.0,91.0,67.0,1026,1025,1024,11,3,0.0,Fog,2002,42,730892
