CET,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Dew_PointC,MeanDew_PointC,Min_DewpointC,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_Pressure,Mean_Sea_Level_Pressure,Min_Sea_Level_Pressure,Max_Wind_SpeedKm/h,Mean_Wind_SpeedKm/h,Precipitationmm,Events,Year,day_of_year,ordinal
2015-10-30,22.0,15.0,8.0,12.0,11.0,8.0,100.0,76.0,38.0,1021,1019,1015,11,5,0.0,Fog,2015,303,735901
2015-11-02,15.0,13.0,11.0,12.0,9.0,8.0,95.0,80.0,54.0,1017,1013,1010,27,11,11.94,Rain,2015,306,735904
2015-11-03,15.0,12.0,9.0,11.0,10.0,8.0,94.0,84.0,70.0,1023,1018,1015,19,13,0.51,Rain,2015,307,735905
2015-11-04,16.0,13.0,11.0,13.0,12.0,10.0,100.0,91.0,77.0,1023,1023,1021,14,5,0.0,Fog-Rain,2015,308,735906
2015-11-05,18.0,14.0,12.0,13.0,12.0,12.0,100.0,87.0,59.0,1027,1024,1023,14,5,0.0,Fog,2015,309,735907
2015-11-06,22.0,16.0,9.0,14.0,12.0,8.0,100.0,84.0,47.0,1029,1027,1024,10,5,0.0,Fog,2015,310,735908
2015-11-08,23.0,16.0,9.0,13.0,10.0,8.0,100.0,73.0,28.0,1032,1029,1026,13,6,0.0,Fog,2015,312,735910
2015-11-15,20.0,12.0,4.0,9.0,7.0,3.0,100.0,78.0,38.0,1031,1027,1022,10,5,0.0,Fog,2015,319,735917
2015-11-16,18.0,10.0,3.0,9.0,6.0,2.0,100.0,80.0,39.0,1028,1025,1021,10,5,0.0,Fog,2015,320,735918
2015-11-17,18.0,10.0,3.0,9.0,6.0,2.0,100.0,81.0,40.0,1030,1027,1024,10,5,0.0,Fog,2015,321,735919
2015-11-18,21.0,11.0,2.0,8.0,5.0,2.0,100.0,71.0,30.0,1032,1028,1025,8,5,0.0,Fog,2015,322,735920
2015-12-14,15.0,11.0,7.0,9.0,6.0,5.0,100.0,76.0,43.0,1025,1023,1021,14,3,0.0,Rain,2015,348,735946
2015-12-28,15.0,8.0,2.0,8.0,4.0,1.0,100.0,78.0,34.0,1031,1027,1023,27,8,0.51,Rain,2015,362,735960
2015-12-29,11.0,8.0,5.0,9.0,7.0,5.0,100.0,89.0,66.0,1034,1030,1026,14,8,2.03,Fog-Rain,2015,363,735961
2015-12-31,12.0,10.0,7.0,10.0,8.0,7.0,100.0,90.0,70.0,1027,1025,1024,14,6,0.25,Rain,2015,365,735963
